District,Facility classification (large),Facility classification (small),Model,Operating institution,Rapid charging amount,Charger type,Charger ID,latitude,longitude
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.602392,127.0282901
Seongbuk-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.602392,127.0282901
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.4808631,127.1407395
Songpa-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.4808631,127.1407395
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5921731,126.9220015
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5921731,126.9220015
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5921731,126.9220015
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5921731,126.9220015
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5921731,126.9220015
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5921731,126.9220015
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5493916,127.0512067
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5493916,127.0512067
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.4547821,127.0589417
Seocho-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.4547821,127.0589417
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,28,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,29,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,30,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,31,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,32,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,33,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,34,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,35,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,36,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,37,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,38,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,39,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,40,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,41,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,42,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,43,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,44,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,45,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,46,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,47,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,48,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,49,37.4896386,126.9759403
Dongjak-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,50,37.4896386,126.9759403
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.5726485,126.9105509
Seodaemun-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.5726485,126.9105509
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,22,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,23,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,24,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,25,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,26,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,27,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,28,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,29,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,30,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,31,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,32,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,33,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,34,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,35,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,36,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,37,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,38,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,39,37.6017429,126.9368222
Eunpyeong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,40,37.6017429,126.9368222
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,1,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,2,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,3,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,4,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,5,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,6,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,7,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,8,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,9,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,10,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,11,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,12,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,13,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,14,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,15,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,16,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,17,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,18,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,19,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,20,37.5545452,127.0229844
Seongdong-gu,Apartment Complex Facility,Apartment,Slow,Other Agency,,AC Slow,21,37.5545452,127.0229844
