"Status";"Add.";"SNAdd.";"BN";"LD";"DoC"
"1017";" Open / Normal ";" Seoul Metropolitan City Yangcheon-gu Sinwol-dong 244-6";" Seoul Yangcheon-gu 23 Gukhoe-daero ( Sinwol-dong )";" Daesan Energy ";1994-04-23;NA
"1018";" Closed ";" Seoul Metropolitan City Seongbuk-gu Hawolgok-dong 90-1394 ";" Seoul Seongbuk-gu Jongam-ro 36 Na-gil 12 ( Hawolgok-dong )";" Saehan Petrochemical ";1994-04-26;"20040423"
"1019";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 505 Singil-dong ";" Seoul Yeongdeungpo-gu 147 Yeouidaebang-ro ( Singil-dong )";" Mirim Gas Station ";1994-04-26;"20150325"
"1020";" Closed ";" Seoul Metropolitan City Jongno-gu Gwancheol-dong 155-8 ";NA;" Jongno Gas Station ";1994-04-27;NA
"1021";" Closed ";" Seoul Metropolitan City Gangnam-gu 583-3 Sinsa-dong ";" Seoul Gangnam-gu 841 Nonhyeon-ro ( Sinsa-dong )";" Hyundai Gas Station ";1994-04-27;NA
"1022";" Closed ";" Seoul Metropolitan City Gangnam-gu Cheongdam-dong 72 ";" Seoul Gangnam-gu 703 Yeongdong- daero ( Cheongdam-dong )";"SK Networks Co., Ltd. International Gas Station ";1994-04-27;NA
"1023";" Closed ";" Seoul Metropolitan City Gangnam-gu Nonhyeon-dong 60-4 ";NA;" Hakdong Gas Station ";1994-05-13;NA
"1024";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu 252-9 Singil-dong ";" Seoul Yeongdeungpo-gu 137 Singil-ro ( Singil-dong )";" Dream Green Gas Station ";1994-05-14;"20140812"
"1025";" Open / Normal ";" Seoul Dongdaemun-gu Jeonnong-dong 295-12";" Seoul Dongdaemun-gu 90 Sagajeong- ro ( Jeonnong-dong )";" Rehabilitation Energy Co. , Ltd. Re-jet 2 gas station ";1994-05-14;NA
"1026";" Closed ";" Seoul Metropolitan City Songpa-gu 14-8 Seokchon-dong ";NA;" SK Networks Co. , Ltd. Seokchon Gas Station ";1994-05-19;"20110719"
"1027";" Closed ";" Seoul Metropolitan City Dongdaemun-gu Imun-dong 393-10 ";" Seoul Dongdaemun-gu 52 Cheonsan-ro ( Imun-dong )";" Korea-Japan Oil Sales ";1994-05-20;"20191129"
"1028";" Open / Normal ";" Seoul Metropolitan City Seongbuk-gu 137, Bomun-dong 7- ga ";" Seoul Seongbuk-gu 27 Bomun-ro ( Bomun-dong 7- ga )";" EK Energy Co. , Ltd. Gangsan Gas Station ";1994-06-09;NA
"1029";" Open / Normal ";" Seoul Gangseo-gu 511-5 Deungchon-dong ";" Seoul Gangseo-gu 189 Deungchon-ro ( Deungchon-dong )";" Deungchon Gas Station ";1994-06-16;NA
"1030";" Open / Normal ";" Seoul Guro-gu Gungdong 208-16 ";NA;" KEPCO Petroleum ";1994-06-16;NA
"1031";" Open / Normal ";" Seoul Metropolitan City Dongjak-gu Daebang-dong 383-19";" Seoul Dongjak-gu 214 Yeouidaebang-ro ( Daebang-dong )";" GS Caltex Co. , Ltd. Daebang Gas Station ";1994-06-20;NA
"1032";" Open / Normal ";" Seoul Gangnam-gu Segok-dong 20-8";" Seoul Gangnam-gu 730 Heolleung-ro ( Segok-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Sanseong Self Gas Station ";1994-06-21;NA
"1033";" Closed ";" Seoul Metropolitan City Yangcheon-gu Sinwol-dong 546-7 ";" Seoul Yangcheon-gu Sinwol-ro 9- gil 2 ( Sinwol-dong )";" Hyundai Petrochemical ";1994-06-21;"20041013"
"1034";" Closed ";" Seoul Metropolitan City Gwangjin-gu 224-15 Guui-dong ";" Seoul Gwangjin-gu 44 Guui-ro ( Guui-dong )";" Hanyang Petroleum ";1994-07-01;NA
"1035";" Closed ";" Seoul Metropolitan City Guro-gu Oryu-dong 81-29 91,147";" Seoul Guro-gu Gyeongin-ro 161-0 ( Oryu-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Shinoryu Gas Station ";1994-07-02;"2023-10-31"
"1036";" Open / Normal ";" Seoul Metropolitan City Guro-gu Oryu-dong 77-10";" Seoul Guro-gu 150 Gyeongin-ro ( Oryu-dong )";" Seoseoul Express Gas Station ";1994-07-02;NA
"1037";" Open / Normal ";" Seoul Metropolitan City Gangseo-gu Naebalsan-dong 702-5";" Seoul Gangseo-gu 292 Gangseo-ro ( Naebalsandong )";" Ujangsan Gas Station ";1994-07-04;NA
"1038";" Open / Normal ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 1 -ga 656-1208 Seongsu Manse Gas Station ";" Seoul Seongdong-gu 109 Wangsimni-ro , Seongsu Manse Gas Station ( Seongsu-dong 1- ga )";" Directly managed by KH Energy Co. , Ltd. Seongsu Manse Gas Station ";1994-07-08;NA
"1039";" Open / Normal ";" Seoul Gangseo-gu Deungchon-dong 684";" Seoul Gangseo-gu 472 Gangseo-ro ( Deungchon-dong )";" Daesung Gas Station ";1994-07-18;NA
"1040";" Closed ";" Seoul Metropolitan City Gangnam-gu Yeoksam-dong 734-15 ";" Seoul Gangnam-gu 205 Yeoksam- ro ( Yeoksam-dong )";" Yeoksam Gas Station Co. , Ltd .";1994-07-26;NA
"1041";" Closed ";" Seoul Metropolitan City Gangnam-gu Yeoksam-dong 808.858-45 ";NA;" Taehong Gas Station ";1994-08-04;NA
"1042";" Open / Normal ";" Seoul Metropolitan City Seodaemun-gu Chungjeong-ro 3- ga 19-3 ";" Seoul Seodaemun-gu 11 Gyeonggi- daero 5- gil ( Chungjeong-ro 3- ga )";"SK Energy ";1994-08-09;NA
"1043";" Open / Normal ";" Seoul Metropolitan City Dongdaemun-gu Sinseol-dong 39-1";" Seoul Dongdaemun-gu 25 Hanbit-ro ( Sinseol-dong )";" Sujeong Petroleum ";1994-08-12;NA
"1044";" Open / Normal ";" Seoul Seongbuk-gu 199-16 Jeongneung-dong ";" Seoul Seongbuk-gu 58 Jeongneung-ro 27- gil ( Jeongneung-dong )";" Chungnam Petroleum ";1994-08-17;NA
"1045";" Closed ";" Seoul Metropolitan City Gwangjin-gu 215-6 Guui-dong ";NA;" Seyang Gas Station ";1994-08-20;NA
"1046";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 682-24 ";" Seoul Gangbuk-gu 16 Samyang-ro 28- gil ( Mia-dong )";" Manbo Energy ";1994-09-03;"20180410"
"1047";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 490-8 Jingwannae-dong ";NA;" Pabal Samgeori Gas Station ";1994-09-05;"20100129"
"1048";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 411-1 Jingwannae-dong ";NA;" Baekun Gas Station ";1994-09-05;"20050309"
"1049";" Closed ";" Seoul Metropolitan City Songpa-gu Songpa-dong 180-18 ";" Seoul Songpa-gu 32-6 Songpa-daero 36- gil ( Songpa-dong )";" Heungkuk Petrochemical ";1994-09-13;NA
"1050";" Open / Normal ";" Seoul Seongdong-gu Seongsu-dong 2- ga 272-40 ";" Seoul Seongdong-gu 13-1 Seongsu-ro ( Seongsu-dong 2- ga )";" Emergency Energy ";1994-09-17;NA
"1051";" Open / Normal ";" Seoul Metropolitan City Seocho-gu Seocho-dong 1438-2";" Seoul Seocho-gu 356 Hyoryeong-ro ( Seocho-dong )";" S - Oil Co. , Ltd. Autotech Gas Station " ;1994-09-27;NA
"1052";" Closed ";" Seoul Metropolitan City Dongdaemun-gu Hwigyeong-dong 333-5 7.8.12 No. 335-35 ";NA; " Kyunghee University gas station ";1994-10-13;"20130614"
"1053";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 791-1621 ";" Seoul Gangbuk-gu 35 Solmae-ro ( Mia-dong )";" Seoul Petrochemical ";1994-11-08;"20100514"
"1054";" Closed ";" Seoul Metropolitan City Seocho-gu Seocho-dong 1550-11 ";" Seoul Seocho-gu 38 Seocho-daero 46- gil ( Seocho-dong )";" Taeyang Petroleum ";1994-11-11;NA
"1055";" Open / Normal ";" Seoul Gangbuk-gu Bundong 112";" Seoul Gangbuk-gu 195 Wolgye- ro ( Beon-dong )";" Eden Gas Station ";1994-11-12;NA
"1056";" Closed ";" Seoul Metropolitan City Songpa-gu Ogeum-dong 99-23 ";" Seoul Songpa-gu 260 Wiryeseong-daero ( Ogeum-dong )";" Baekyang Gas Station ";1994-11-21;"20150301"
"1057";" Open / Normal ";" Seoul Songpa-gu Munjeong-dong 150-21";" Seoul Songpa-gu 58 Jung-daero ( Munjeong-dong )";" Sampyo Energy Family Gas Station Co., Ltd. ";1994-12-02;NA
"1058";" Open / Normal ";" Seoul Gangnam-gu Dogok-dong 515-2";" Seoul Gangnam-gu 152 Nonhyeon-ro ( Dogok-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Eugene Gas Station ";1994-12-02;NA
"1059";" Open / Normal ";" Seoul Gangnam-gu Dogok-dong 910-2";" Seoul Gangnam-gu 2651 Nambusunhwan-ro ( Dogok-dong )";" oil press Self-service gas station ";1994-12-02;NA
"1060";" Closed ";" Seoul Metropolitan City Seongbuk-gu 272 Samseon-dong 2- ga ";" Seoul Seongbuk-gu 75 Samseongyo- ro 10- gil ( Samseon-dong 2- ga )";" Kyungin Petrochemical ";1994-12-12;"20040623"
"1061";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 563-1 Jingwannae-dong ";NA;" Hanaro Gas Station ";1994-12-21;"20100129"
"1062";" Closed ";" Seoul Metropolitan City Yangcheon-gu 1007-7 Sinjeong-dong ";" Seoul Yangcheon-gu 159 Mokdong-ro ( Sinjeong-dong )";" Directly managed by GS Caltex Co. , Ltd. Geumgang Branch ";1994-12-24;"20130104"
"1063";" Closed ";" Seoul Metropolitan City Seocho-gu Seocho-dong 1699-8 ";" Seoul Seocho-gu 160 Seochojungang-ro ( Seocho-dong )";" LG Caltex Oil Refinery Co. , Ltd. Four Seasons Gas Station ";1994-12-30;NA
"1064";" Open / Normal ";" Seoul Songpa-gu Garak-dong 137-9";" Seoul Songpa-gu 153 Dongnam-ro ( Garak-dong )";" Sampyo Energy Co. , Ltd. Our Self Gas Station ";1995-01-25;NA
"1065";" Open / Normal ";" Seoul Gangseo-gu 631-7 Deungchon-dong ";" Seoul Gangseo-gu 576 Yangcheon-ro ( Deungchon-dong )";" Cheongryong Gas Station ";1995-01-26;NA
"1066";" Open / Normal ";" Seoul Gangnam-gu Yeoksam-dong 785-17 and 2 lots ";" Seoul Gangnam-gu 249 Dogok-ro ( Yeoksam-dong , other 2 lots )";" Jamsil Energy Co. , Ltd. Luxury gas station ";1995-01-27;NA
"1067";" Closed ";" Seoul Metropolitan City Seodaemun-gu 53-97 Changcheon-dong ";" Seoul Seodaemun-gu Yonsei-ro 7 An-gil 34-1 ( Changcheon-dong )";" Myungshin Petroleum ";1995-02-03;NA
"1068";" Open / Normal ";" Seoul Metropolitan City Dobong-gu Changdong 650-65";" Seoul Dobong-gu 434 Dobong-ro ( Changdong )";" Dongil Petroleum Co. , Ltd. Changdong Gas Station ";1995-02-09;NA
"1069";" Closed ";" Seoul Metropolitan City Gangseo-gu Magok-dong 224-1 ";NA;" Yangcheon-gil gas station ";1995-02-13;"20100503"
"1070";" Open / Normal ";" Seoul Dobong-gu Dobong-dong 298-2";" Seoul Dobong-gu 941 Dobong-ro ( Dobong-dong )";" EK Energy Co., Ltd. ";1995-02-17;NA
"1071";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 7 -ga 62-14 ";" Seoul Yeongdeungpo-gu 632 Gukhoe-daero ( Yeongdeungpo-dong 7 -ga )";" Daeyoung Gas Station ";1995-02-17;"20210114"
"1072";" Closed ";" Seoul Metropolitan City Yeongdeungpo-gu Yeongdeungpo-dong 7 -ga 62-14 ";" Seoul Yeongdeungpo-gu 632 Gukhoe-daero ( Yeongdeungpo-dong 7 -ga )";" Daeyoung Gas Station ";1995-02-17;NA
"1073";" Open / Normal ";" Seoul Yangcheon-gu 209-6 Sinjeong-dong ";" Seoul Yangcheon-gu 62 Mokdongnam-ro ( Sinjeong-dong )";"SK Energy Co., Ltd. Shinpyeong Gas Station ";1995-02-27;NA
"1074";" Closed ";" Seoul Metropolitan City Seongdong-gu Seongsu-dong 2- ga 316-44 ";" Seoul Seongdong-gu 37 Yeonmujang-gil ( Seongsu-dong 2 -ga )";" Hanil Energy ";1995-03-06;NA
"1075";" Open / Normal ";" Seoul Jung-gu Jangchung-dong 2- ga 186-69 ";" Seoul Jung-gu 296 Dongho-ro ( Jangchung-dong 2- ga )";" C&S Distribution Co. , Ltd. Jangchung Dream Gas Station ";1995-03-25;NA
"1076";" Closed ";" Seoul Metropolitan City Dobong-gu Room 9, 20, 707 Ssangmun-dong " ;" Seoul Dobong-gu 635 Dobong-ro ( Ssangmun-dong )";" Jeongdaun Gas Station ";1995-04-01;"20220321"
"1077";" Open / Normal ";" Seoul Gangseo-gu 510-13 Deungchon-dong ";" Seoul Gangseo-gu 213 Deungchon-ro ( Deungchon-dong )";" Gangseo Open Branch ";1995-04-13;NA
"1078";" Open / Normal ";" Seoul Songpa-gu Jamsil-dong 210-46 ";" Seoul Songpa-gu 1-20 Seokchonhosu-ro 12- gil ( Jamsil-dong )";" Songpa Energy ";1995-04-28;NA
"1079";" Closed ";" Seoul Metropolitan City Seocho-gu Yangjae-dong 88-8 ";" Seoul Seocho-gu 8 Yangjaecheon-ro 29- gil ( Yangjae-dong )";" Daeho Oil Sales ";1995-04-29;"20080730"
"1080";" Open / Normal ";" Seoul Gangseo-gu Banghwa-dong 523-22";" Seoul Gangseo-gu 457 Gaehwadong- ro ( Banghwa-dong )";" Sky Gas Station Co., Ltd . ";1995-05-04;NA
"1081";" Closed ";" Seoul Metropolitan City Gwangjin-gu 73-4 Guui-dong ";" Seoul Gwangjin-gu 690 Cheonho-daero ( Guui -dong )";" Achasan Gas Station ";1995-05-30;"20170918"
"1082";" Open / Normal ";" Seoul Gangseo-gu Hwagok-dong 402-1";" Seoul Gangseo-gu 151 Gangseo-ro ( Hwagok-dong )";" Hwagok Hyundai Gas Station ";1995-06-08;NA
"1083";" Open / Normal ";" Seoul Metropolitan City Dongdaemun-gu Jangan-dong 164-2";" Seoul Dongdaemun-gu 100 Hancheon-ro ( Jangan-dong )";" Sammi Trading Co. , Ltd. Jangan King Self Gas Station ";1995-06-12;NA
"1084";" Open / Normal ";" Seoul Songpa-gu Ogeum-dong 121-1";" Seoul Songpa-gu 325 Dongnam-ro ( Ogeum-dong )";"( Co .) Eugene Gas Station ";1995-06-17;NA
"1085";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Jingwannae-dong 564-16 ";NA;" Jinseong Gas Station ";1995-07-02;"20070807"
"1086";" Closed ";" Seoul Metropolitan City Yongsan-gu Wonhyo-ro 2- ga 92-10 ";" Seoul Yongsan-gu Wonhyo- ro 48- gil 9 ( Wonhyo-ro 2- ga )";" Odae Oil ";1995-07-10;NA
"1087";" Closed ";" Seoul Metropolitan City Seongbuk-gu Samseon-dong 3 -ga 106-8 ";" Seoul Seongbuk-gu 29 Bomun- ro 20 Da-gil ( Samseon-dong 3- ga )";" Daesung Petroleum ";1995-07-18;"20080516"
"1088";" Cancel / Expunge / Expire / Suspend / Stop ";" Seoul Metropolitan Government Gwangjin-gu Jayang-dong 451-3 ";" Seoul Gwangjin-gu Jayangbeonyeong- ro 3 -gil 30-11 ( Jayang-dong )";"SK Energy Central Special Edition ";1995-07-21;NA
"1089";" Closed ";" Seoul Metropolitan City Jongno-gu Nuha-dong 20 ";" Seoul Jongno-gu 69 Jahamun-ro 7- gil ( Nuha-dong )";" Hyoja Oil ";1995-08-01;NA
"1090";" Open / Normal ";" Seoul Metropolitan City Gwanak-gu Bongcheon-dong 1663-11";" Seoul Gwanak-gu 1880 Nambusunhwan- ro ( Bongcheon-dong )";"SK Energy Co., Ltd. Sinbongcheon Gas Station ";1995-08-02;NA
"1091";" Open / Normal ";" Seoul Metropolitan City Gangbuk-gu Suyu-dong 168-3";" Seoul Gangbuk-gu 395 Dobong-ro ( Suyu-dong )";" Suyu-dong Gas Station ";1995-08-10;NA
"1092";" Open / Normal ";" Seoul Metropolitan City Seocho-gu Seocho-dong 1302";" Seoul Seocho-gu 350 Sapyeong-daero ( Seocho-dong )";" HD Hyundai Oilbank Co. , Ltd. Directly operated Sapyeong-ro gas station ";1995-09-25;NA
"1093";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 666-22 ";" Seoul Gwangjin-gu 61 Jayang- ro 3- gil ( Jayang-dong )";" Hyundai Petroleum ";1995-09-26;NA
"1094";" Open / Normal ";" Seoul Yongsan-gu 116-7 Hannam-dong ";" Seoul Yongsan-gu 7, Dokseodang-ro 8- gil ( Hannam-dong )";" Hannam Petroleum ";1995-10-11;NA
"1095";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 477-2 ";NA;" Ssangyong Petrochemical ";1995-10-11;"20080624"
"1096";" Open / Normal ";" Seoul Gangseo-gu Yeomchang-dong 252-14 ";" Seoul Gangseo-gu 715 Yangcheon-ro ( Yeomchang-dong )";" Daebok Gas Station ";1995-10-12;NA
"1097";" Closed ";" Seoul Metropolitan City Gangseo-gu Yeomchang-dong 252-14 Gangseo Green Gas Station ";" Seoul Gangseo-gu 715 Yangcheon-ro ( Yeomchang-dong )";" Gangdong Gas Station ";1995-10-12;"20180413"
"1098";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Sinsa-dong 293-79 ";NA;" Brother Petroleum ";1995-10-13;NA
"1099";" Closed ";" Seoul Metropolitan City Seodaemun-gu Namgajwa-dong 124-196 ";NA;"( Eunhye Yueup Co., Ltd. ) ";1995-10-16;NA
"1100";" Closed ";" Seoul Metropolitan City Seodaemun-gu Namgajwa-dong 124-253 4th class 3rd class Strata ";NA;" Grace Energy ";1995-10-16;"20101014"
"1101";" Closed ";" Seoul Metropolitan City Gangseo-gu Gayang-dong 54-6 ";" Seoul Gangseo-gu 400 Yangcheon-ro ( Gayang-dong )";" Gangseo Luxury Gas Station ";1995-10-16;"20171010"
"1102";" Closed ";" Seoul Metropolitan City Jung-gu 111-18 Sindang-dong ";" Seoul Jung-gu 21 Dasan-ro 42- gil ( Sindang-dong )";" Wooyoung Petroleum ";1995-11-07;"20060905"
"1103";" Closed ";" Seoul Metropolitan City Seocho-gu Seocho-dong 1426-13 ";" Seoul Seocho-gu 2451 Nambusunhwan-ro ( Seocho-dong )";" Yeonil Gas Station ";1995-11-10;NA
"1104";" Open / Normal ";" Seoul Seocho-gu Seocho-dong 1426-13";" Seoul Seocho-gu 2451 Nambusunhwan-ro ( Seocho-dong )";" Daesung Petroleum Co. , Ltd. Yeonil Gas Station ";1995-11-10;NA
"1105";" Closed ";" Seoul Metropolitan City Seodaemun-gu 305-17 Bukgajwa-dong ";" Seoul Seodaemun-gu Geobugol-ro 18 Gil 14 ( Bukgajwa-dong )";" Anguk Petroleum ";1995-11-14;NA
"1106";" Open / Normal ";" Seoul Guro-gu Guro-dong 1126-17 ";" Seoul Guro-gu 539 Siheung-daero ( Guro-dong )";"JHC Energy ";1995-12-04;NA
"1107";" Closed ";" Seoul Metropolitan City Songpa-gu Ogeum-dong 121-6 ";" Seoul Songpa-gu 317 Dongnam-ro ( Ogeum-dong )";" Gudoil gas station ";1995-12-05;"20180403"
"1108";" Closed ";" Seoul Metropolitan City Yangcheon-gu Sinjeong-dong 184-28 ";NA;" Swan Petroleum ";1995-12-12;"20070306"
"1109";" Open / Normal ";" Seoul Yongsan-gu Huam-dong 448-103";" Seoul Yongsan-gu 66 Sowol- ro ( Huam-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Sowol-gil Gas Station ";1995-12-15;NA
"1110";" Closed ";" Seoul Metropolitan City Gangbuk-gu Mia-dong 374-8 ";" Seoul Gangbuk-gu 331 Solsaem-ro ( Mia-dong )";" Gangbuk Solsam Gas Station ";1995-12-27;"20140124"
"1111";" Closed ";" Seoul Metropolitan City Seongdong-gu Majang-dong 796-5 ";" Seoul Seongdong-gu Majoro 66 ( Majang-dong )";" turtle gas station ";1995-12-28;NA
"1112";" Closed ";" Seoul Metropolitan City Songpa-gu Bangi-dong 183 ";" Seoul Songpa-gu 126 Wiryeseong-daero ( Bangi-dong )";" World Cup Gas Station ";1995-12-28;"20160623"
"1113";" Open / Normal ";" Seoul Metropolitan City Mapo-gu Seongsan-dong 275-56";" Seoul Mapo-gu 144 Seongsan-ro ( Seongsan-dong )";" Blue One Energy Co. , Ltd. Direct management Seongsan Bridge Gas Station ";1996-01-11;NA
"1114";" Closed ";" Seoul Metropolitan City Guro-gu 186-3 Guro-dong ";NA;" Industrial Complex Jeil Gas Station ";1996-01-16;NA
"1115";" Closed ";" Seoul Metropolitan City Seocho-gu 564-4 Umyeon-dong ";NA;"SK Networks Co., Ltd. Oilnara Gas Station ";1996-01-30;"20100930"
"1116";" Open / Normal ";" Seoul Metropolitan City Seocho-gu Naegok-dong 338-1";" Seoul Seocho-gu 177 Heolleung- ro ( Naegok-dong )";" Namseon Petroleum Co. , Ltd. Heolleung -ro Gas Station ";1996-01-30;NA
"1117";" Closed ";" Seoul Metropolitan City Seocho-gu Naegok-dong 142-3";" Seoul Seocho-gu 210 Heolleung- ro ( Naegok-dong )";" GS Caltex Co. , Ltd. Naegok Gas Station ";1996-01-30;NA
"1118";" Open / Normal ";" Seoul Yeongdeungpo-gu Yangpyeong-dong 5 -ga 37";" Seoul Yeongdeungpo-gu 141 Yangpyeong-ro ( Yangpyeong-dong 5- ga )";" Seonyudo Gas Station ";1996-02-08;NA
"1119";" Closed ";" Seoul Metropolitan City Gangnam-gu Nonhyeon-dong 66-34 ";" Seoul Gangnam-gu Dosandaero 30 Gil 24 ( Nonhyeon-dong )";" Yeongdong Petroleum Company ";1996-02-12;NA
"1120";" Closed ";" Seoul Metropolitan City Dobong-gu Changdong 746-32 ";" Seoul Dobong-gu 642-18 Dobong-ro ( Chang-dong )";" Bismuth Petroleum ";1996-02-24;"20090817"
"1121";" Closed ";" Seoul Metropolitan City Seongdong-gu 229-5 Geumho-dong 1- ga ";NA;" Samwoo Gas Station ";1996-02-27;"19960227"
"1122";" Open / Normal ";" Seoul Seongdong-gu Yongdap-dong 229-5";" Seoul Seongdong-gu 392 Cheonho-daero ( Yongdap- dong )";" Samwoo gas station ";1996-02-27;NA
"1123";" Closed ";" Seoul Metropolitan City Dongjak-gu Sangdo-dong 137-2 ";NA;" Dongil Petroleum ";1996-02-29;NA
"1124";" Open / Normal ";" Seoul Gwanak-gu Bongcheon-dong 729-4";" Seoul Gwanak-gu 26 Boramae-ro ( Bongcheon-dong )";" Daeyang Petroleum Co. , Ltd. Boramae Gas Station ";1996-03-06;NA
"1125";" Open / Normal ";" Seoul Seocho-gu Banpo-dong 56-2";" Seoul Seocho-gu 239 Seochojungang-ro ( Banpo-dong )";" Banpo Green Gas Station ";1996-03-07;NA
"1126";" Closed ";" Seoul Metropolitan City Yangcheon-gu Sinjeong-dong 943-15 ";" Seoul Yangcheon-gu 300 Jungang-ro ( Sinjeong-dong )";" Sinjeong Gas Station ";1996-03-11;NA
"1127";" Open / Normal ";" Seoul Jung-gu Sindang-dong 741 ";" Seoul Jung-gu 403 Wangsimni-ro ( Sindang-dong )";" Sehwa Gas Station ";1996-03-25;NA
"1128";" Closed ";" Seoul Metropolitan City Guro-gu Guro-dong 546-4 ";" Seoul Guro-gu 12 Gongwon- ro 7- gil ( Guro-dong )";" Daesung Oil Co., Ltd .";1996-03-27;"20170613"
"1129";" Closed ";" Seoul Metropolitan City Yangcheon-gu Shepherd 406-117 ";NA;" Taelim Petrochemical Co. , Ltd. Yangjeong Gas Station ";1996-04-12;"20031029"
"1130";" Open / Normal ";" Seoul Gangbuk-gu Suyu-dong 56-101 ";" Seoul Gangbuk-gu 51 Samyang-ro 80- gil ( Suyu-dong )";" Daejin Petroleum ";1996-04-16;NA
"1131";" Closed ";" Seoul Metropolitan City Guro-gu 76-18 Gocheok-dong ";" Seoul Guro-gu 18 Jungang-ro ( Gocheok-dong )";" Jungangro Gas Station ";1996-04-16;"20131129"
"1132";" Open / Normal ";" Seoul Jongno-gu 198-1 Pyeongchang-dong ";" Seoul Jongno-gu 90 Pyeongchangmunhwa-ro ( Pyeongchang-dong )";" Gudoil gas station Scoop ";1996-04-25;NA
"1133";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Daejo-dong 46-15 ";NA;" Yale Petroleum ";1996-04-25;"20080616"
"1134";" Closed ";" Seoul Metropolitan City Eunpyeong-gu Nokbeon-dong 90-4 ";" Seoul Eunpyeong-gu 40-12 Eunpyeong- ro 21- gil ( Nokbeon-dong )";" Green Energy ";1996-04-25;"20100401"
"1135";" Open / Normal ";" Seoul Gwangjin-gu Guui-dong 203-31";" Seoul Gwangjin-gu 21 Guui- ro 16- gil ( Guui-dong )";"SK Energy ";1996-04-26;NA
"1136";" Open / Normal ";" Seoul Gwanak-gu Sillim-dong 1635-113";" Seoul Gwanak-gu 223-1 Munseong-ro ( Sillim-dong )";" Gwanak Petroleum ";1996-05-07;NA
"1137";" Open / Normal ";" Seoul Metropolitan City Songpa-gu Jangji-dong 645-13";" Seoul Songpa-gu 52 Songpa-daero ( Jangji-dong )";" Namseongdae Gas Station ";1996-06-18;NA
"1138";" Closed ";" Seoul Metropolitan City Songpa-gu Jangji-dong 603-3 ";" Seoul Songpa-gu 16 Songpa-daero ( Jangji-dong )";" Ilwoong Gas Station ";1996-06-18;"20130114"
"1139";" Closed ";" Seoul Metropolitan City Gwangjin-gu Jayang-dong 660-12 ";" Seoul Gwangjin-gu 29 Jayang- ro 7- gil ( Jayang-dong )";" Ssangyong Petroleum ";1996-07-02;NA
"1140";" Closed ";" Seoul Metropolitan City Eunpyeong-gu 179-17, Susaek-dong ";" Seoul Eunpyeong-gu 34 Eunpyeong Tunnel-ro ( Susaek-dong )";" Cho Kwang Petroleum ";1996-07-09;NA
"1141";" Open / Normal ";" Seoul Metropolitan City Seocho-gu Bangbae-dong 2833 ";" Seoul Seocho-gu 838 Gwacheon-daero ( Bangbae-dong )";" Daenong Petroleum Co. , Ltd. Namtaeryeong Gas Station ";1996-07-12;NA
"1142";" Open / Normal ";" Seoul Dobong-gu Banghak-dong 671-2";" Seoul Dobong-gu 151 Banghak-ro ( Banghak-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Yeongshin Gas Station ";1996-07-13;NA
"1143";" Open / Normal ";" Seoul Metropolitan City Dobong-gu Ssangmun-dong 699";" Seoul Dobong-gu 547 Dobong-ro ( Ssangmun-dong )";" Hanyi Energy Corporation Ssangmun Gas Station ";1996-07-13;NA
"1144";" Open / Normal ";" Seoul Songpa-gu Jamsil-dong 241-10 15 Tong 6 Class ";" Seoul Songpa-gu 29-1, Samjeon- ro 13- gil ( Jamsil-dong )";"( Bukyeong Petroleum Horizon Co., Ltd. ) ";1996-07-15;NA
"1145";" Closed ";" Seoul Metropolitan City Songpa-gu Pungnap-dong 338-8 ";" Seoul Songpa-gu 28 Toseong-ro 19- gil ( Pungnap-dong )";" Dongnam Petrochemical ";1996-07-15;"20090803"
"1146";" Open / Normal ";" Seoul Geumcheon-gu 860-36 Siheung-dong ( 220 Doksandong-gil )";" Seoul Geumcheon-gu 147 Doksan-ro ( Siheung-dong )";" Directly managed by HD Hyundai Oilbank Co. , Ltd. Geumcheon Hyundai Self Gas Station ";1996-07-25;NA
